FID,Shape,FILENAME,Tile number(fish_lab),xmid,ymid,xmin,xmax,ymin,ymax,trunc_id,trunc_area,perc_trunc,trunc_perc,Height(zrange),BEV Tree Size(orig_area),Truncation,Tile Type,perc_over,indi,Vol
4297,Polygon,3843.shp,781,620406.0284,4848162.574,620395.51,620416.5468,4848155.71,4848169.438,4298,288.799501,0.599809,0.400191,18.00399475,481.48572,True,Train,0.262564,3843.shp781,8668.666376
4298,Polygon,4019.shp,781,620422.476,4848171.922,620412.9042,620432.0477,4848162.897,4848180.947,4299,345.547832,1.000003,0,17.7839978,345.546822,False,Train,0.158777,4019.shp781,6145.203923
4299,Polygon,4092.shp,781,620430.7049,4848174.719,620427.8457,620433.564,4848171.507,4848177.93,4300,36.728069,1.000015,0,13.78400574,36.727502,False,Train,0.939382,4092.shp781,506.2520983
4300,Polygon,4130.shp,781,620435.0494,4848176.98,620430.7063,620439.3924,4848172.976,4848180.985,4301,69.567844,0.999989,1.1E-05,8.093994751,69.56864,False,Train,0.341254,4130.shp781,563.088207
4301,Polygon,4164.shp,781,620439.6476,4848169.693,620435.4508,620443.8444,4848165.005,4848174.38,4302,78.684124,0.999993,7E-06,11.74400391,78.684663,False,Train,0.070342,4164.shp781,924.0729896
4302,Polygon,1800.shp,782,620471.099,4848204.36,620465.049,620477.149,4848197.535,4848211.185,4303,165.161297,1.000001,0,14.3919989,165.161109,False,Train,0,1800.shp782,2376.998499
4303,Polygon,1825.shp,782,620471.099,4848204.36,620465.049,620477.149,4848197.535,4848211.185,4304,165.161297,1,0,15.66400208,165.161264,False,Train,0,1825.shp782,2587.086382
4304,Polygon,1829.shp,782,620471.099,4848204.36,620465.049,620477.149,4848197.535,4848211.185,4305,165.161297,1.000001,0,14.3919989,165.161109,False,Train,0,1829.shp782,2376.998499
4305,Polygon,1576.shp,782,620491.0497,4848156.324,620486.0064,620496.0929,4848155.71,4848156.938,4306,12.390257,0.101549,0.898451,13.12400452,122.013186,True,Train,0.658563,1576.shp782,1601.301604
4306,Polygon,1589.shp,782,620488.3568,4848158.146,620484.0646,620492.649,4848155.71,4848160.581,4307,41.818046,0.610288,0.389712,12.60400513,68.521831,True,Train,0.195126,1589.shp782,863.6495092
4307,Polygon,1759.shp,782,620458.3463,4848212.925,620455.51,620461.1825,4848210.141,4848215.71,4308,31.591287,0.477451,0.522549,9.624006958,66.166516,True,Train,0.149806,1759.shp782,636.7870104
4308,Polygon,1766.shp,782,620457.3294,4848205.24,620455.51,620459.1487,4848199.541,4848210.939,4309,41.472447,0.313754,0.686246,15.0639978,132.181374,True,Train,0.702534,1766.shp782,1991.179928
4309,Polygon,1772.shp,782,620458.8687,4848207.108,620455.51,620462.2274,4848203.241,4848210.975,4310,51.953043,0.947968,0.052032,13.37400757,54.804657,True,Train,0.574343,1772.shp782,732.9578975
4310,Polygon,1776.shp,782,620467.2352,4848213.805,620462.8085,620471.6618,4848211.9,4848215.71,4311,33.728417,0.416889,0.583111,10.2260022,80.905068,True,Train,0.080253,1776.shp782,827.3354031
4311,Polygon,1780.shp,782,620475.6461,4848213.146,620470.9513,620480.3409,4848210.581,4848215.71,4312,48.159258,0.48126,0.51874,9.424004517,100.069138,True,Train,0.25835,1780.shp782,943.0520085
4312,Polygon,1784.shp,782,620492.4604,4848211.705,620485.6253,620499.2955,4848207.7,4848215.71,4313,109.50377,0.61953,0.38047,12.42400391,176.753047,True,Train,0.250247,1784.shp782,2195.980546
4313,Polygon,1788.shp,782,620491.4502,4848206.537,620487.6513,620495.249,4848203.892,4848209.182,4314,40.189554,1.00001,0,8.593997192,40.189152,False,Train,0.786466,1788.shp782,345.3854594
4314,Polygon,1792.shp,782,620488.5296,4848207.14,620484.6103,620492.4488,4848204.34,4848209.94,4315,43.890897,0.999994,6E-06,6.893997192,43.891162,False,Train,0.715446,1792.shp782,302.5855476
4315,Polygon,1796.shp,782,620478.5059,4848205.29,620474.1142,620482.8975,4848198.742,4848211.838,4316,115.02434,1.000012,0,15.1119989,115.022905,False,Train,0.380398,1796.shp782,1738.226014
4316,Polygon,1804.shp,782,620464.1001,4848199.457,620462.5035,620465.6966,4848198.247,4848200.668,4317,7.732411,1.000023,0,2.81399292,7.73223,False,Train,0.202812,1804.shp782,21.75844048
4317,Polygon,1815.shp,782,620457.5824,4848196.273,620455.51,620459.6548,4848192.695,4848199.851,4318,29.659774,0.613998,0.386002,7.643998413,48.305982,True,Train,0.147909,1815.shp782,369.2508497
4318,Polygon,1818.shp,782,620459.6527,4848190.015,620455.5092,620463.7957,4848186.549,4848193.482,4319,57.438751,0.868155,0.131845,6.834003906,66.161896,True,Train,0.354231,1818.shp782,452.1506557
4319,Polygon,1821.shp,782,620476.97,4848194.159,620474.1481,620479.7918,4848189.919,4848198.4,4320,47.865913,1.000007,0,10.30400757,47.86556,False,Train,0.054248,1821.shp782,493.2070925
4320,Polygon,1837.shp,782,620459.5985,4848183.69,620455.5092,620463.6875,4848178.741,4848188.639,4321,80.939302,0.999868,0.000132,6.534003906,80.949995,False,Train,0.54702,1837.shp782,528.9275835
4321,Polygon,1841.shp,782,620461.9601,4848177.889,620457.7706,620466.1496,4848172.442,4848183.337,4322,91.290881,1.000009,0,6.493994141,91.290099,False,Train,0.5213,1841.shp782,592.837368
4322,Polygon,1844.shp,782,620461.9579,4848171.121,620458.3116,620465.6041,4848167.003,4848175.239,4323,60.060301,0.99998,2E-05,7.064006348,60.061517,False,Train,0.676562,1844.shp782,424.2749374
4323,Polygon,1848.shp,782,620462.5001,4848163.591,620456.2515,620468.7487,4848157.404,4848169.778,4324,154.640353,0.999993,7E-06,7.834000244,154.641411,False,Train,0.727524,1848.shp782,1211.460852
4324,Polygon,1854.shp,782,620464.9669,4848161.195,620459.9512,620469.9825,4848156.108,4848166.283,4325,102.059449,0.999988,1.2E-05,13.4299939,102.06065,False,Train,0.835685,1854.shp782,1370.673907
4325,Polygon,1865.shp,782,620478.1528,4848176.999,620468.9033,620487.4023,4848168.731,4848185.266,4326,305.884665,0.999999,1E-06,16.67099365,305.885111,False,Train,0.272294,1865.shp782,5099.408744
4326,Polygon,1873.shp,782,620474.0845,4848178.285,620468.4566,620479.7124,4848174.432,4848182.138,4327,86.732692,0.999996,4E-06,16.67099365,86.733055,False,Train,0.960314,1873.shp782,1445.926209
4327,Polygon,1888.shp,782,620456.3033,4848167.897,620455.51,620457.0965,4848165.435,4848170.359,4328,7.81145,0.312053,0.687947,6.574001465,25.03248,True,Train,0.469791,1888.shp782,164.5635602
4328,Polygon,1894.shp,782,620460.5015,4848157.974,620455.51,620465.493,4848155.71,4848160.239,4329,45.21101,0.297324,0.702676,14.1639978,152.059869,True,Train,0.738291,1894.shp782,2153.77565
4329,Polygon,2057.shp,782,620501.1704,4848206.339,620496.6742,620505.6665,4848201.938,4848210.739,4330,79.140333,1.000016,0,10.9839978,79.13905,False,Train,0.323116,2057.shp782,869.2631513
4330,Polygon,2061.shp,782,620508.1029,4848188.229,620502.5472,620513.6586,4848183.341,4848193.118,4331,108.633936,1.000002,0,16.88399963,108.633721,False,Train,0.423389,2061.shp782,1834.171706
4331,Polygon,2087.shp,782,620515.1312,4848181.19,620514.7523,620515.51,4848173.042,4848189.339,4332,12.348085,0.042728,0.957272,18.52900024,288.990557,True,Train,0.294389,2087.shp782,5354.706101
4332,Polygon,2100.shp,782,620504.4402,4848178.047,620497.1203,620511.7601,4848172.354,4848183.739,4333,166.679979,1.000013,0,16.76900024,166.677754,False,Train,0.263554,2100.shp782,2795.019297
4333,Polygon,2104.shp,782,620503.1766,4848184.566,620497.5493,620508.8039,4848179.941,4848189.191,4334,104.102799,0.999995,5E-06,17.40900024,104.103277,False,Train,0.738292,2104.shp782,1812.333975
4334,Polygon,2108.shp,782,620513.952,4848187.79,620512.3939,620515.51,4848184.541,4848191.039,4335,20.249353,0.604395,0.395605,12.54399841,33.503484,True,Train,0.585379,2108.shp782,420.2676501
4335,Polygon,2117.shp,782,620498.7668,4848201.245,620496.7506,620500.783,4848199.85,4848202.64,4336,11.249186,1.000031,0,6.85399292,11.248841,False,Train,0.316627,2117.shp782,77.09947657
4336,Polygon,2159.shp,782,620497.05,4848204.14,620493.6511,620500.4489,4848201.74,4848206.54,4337,32.626721,0.999998,2E-06,7.669000244,32.626796,False,Train,0.684495,2159.shp782,250.2149065
4337,Polygon,2075.shp,783,620527.8582,4848183.201,620523.2094,620532.507,4848178.685,4848187.717,4338,83.976853,0.999985,1.5E-05,16.1440033,83.978127,False,Train,0.999911,2075.shp783,1355.743159
4338,Polygon,2437.shp,783,620574.0918,4848185.102,620572.6736,620575.51,4848181.196,4848189.009,4339,22.161077,0.358058,0.641942,11.84400085,61.892366,True,Train,0,2437.shp783,733.0532358
4339,Polygon,2083.shp,783,620529.3361,4848177.311,620526.186,620532.4871,4848173.042,4848181.58,4340,53.796172,0.99986,0.00014,16.33900024,53.803709,False,Train,0,2083.shp783,879.0988145
4340,Polygon,2091.shp,783,620521.9,4848173.54,620515.6518,620528.1482,4848169.04,4848178.039,4341,112.454204,1.000002,0,16.52900024,112.454023,False,Train,0,2091.shp783,1858.752574
4341,Polygon,1301.shp,783,620563.2559,4848180.027,620556.3515,620570.1602,4848172.342,4848187.712,4342,212.232815,1.000004,0,12.23799866,212.232012,False,Train,0.206503,1301.shp783,2597.295078
4342,Polygon,1314.shp,783,620553.4495,4848186.497,620547.1079,620559.7911,4848180.547,4848192.448,4343,150.941495,1.000004,0,14.51400574,150.940964,False,Train,0.31889,1314.shp783,2190.758017
4343,Polygon,1328.shp,783,620547.4101,4848174.862,620539.7069,620555.1132,4848166.242,4848183.481,4344,265.592287,1.000002,0,16.24399658,265.591741,False,Train,0.41893,1328.shp783,4314.271333
4344,Polygon,1409.shp,783,620546.7138,4848158.474,620542.295,620551.1326,4848155.71,4848161.239,4345,48.861323,0.573675,0.426325,15.99900024,85.172512,True,Train,0.380281,1409.shp783,1362.67504
4345,Polygon,1422.shp,783,620537.1158,4848160.373,620532.2058,620542.0257,4848155.71,4848165.037,4346,91.589225,0.539322,0.460678,16.16900024,169.822771,True,Train,0.220784,1422.shp783,2745.864426
4346,Polygon,1436.shp,783,620530.3721,4848156.88,620525.2384,620535.5058,4848155.71,4848158.051,4347,24.031876,0.379987,0.620013,16.1199939,63.243868,True,Train,0.864722,1436.shp783,1019.490766
4347,Polygon,1452.shp,783,620527.75,4848156.647,620521.051,620534.449,4848155.71,4848157.584,4348,25.107852,0.113979,0.886021,15.5999939,220.285719,True,Train,0.687461,1452.shp783,3436.455872
4348,Polygon,1938.shp,783,620544.255,4848196.043,620540.2166,620548.2933,4848192.503,4848199.583,4349,57.187074,0.999996,4E-06,23.64399719,57.18732,False,Train,0.093509,1938.shp783,1352.136833
4349,Polygon,1946.shp,783,620552.9517,4848202.654,620548.3099,620557.5934,4848198.041,4848207.267,4350,85.650499,1.000011,0,8.534005127,85.649577,False,Train,0.619343,1946.shp783,730.9339292
4350,Polygon,1950.shp,783,620548.9636,4848205.463,620543.6062,620554.3209,4848198.442,4848212.484,4351,150.456889,0.99999,1E-05,12.87100342,150.458392,False,Train,0.401125,1950.shp783,1936.550478
4351,Polygon,1961.shp,783,620545.3782,4848213.952,620540.4075,620550.3489,4848212.194,4848215.71,4352,34.954957,0.359169,0.640831,18.80400452,97.321633,True,Train,0.055998,1961.shp783,1830.036427
4352,Polygon,2068.shp,783,620526.6693,4848193.692,620522.0491,620531.2894,4848190.243,4848197.14,4353,63.722957,0.999997,3E-06,42.05500183,63.723155,False,Train,0.7678,2068.shp783,2679.8774
4353,Polygon,2079.shp,783,620527.8645,4848187.29,620519.1522,620536.5768,4848179.042,4848195.538,4354,287.446656,0.999995,5E-06,16.86500183,287.448077,False,Train,0.648478,2079.shp783,4847.812345
4354,Polygon,2087.shp,783,620523.9978,4848181.19,620515.51,620532.4863,4848173.042,4848189.339,4355,276.649904,0.957297,0.042703,18.52900024,288.990557,True,Train,0.862405,2087.shp783,5354.706101
4355,Polygon,2097.shp,783,620521.9,4848172.99,620515.6518,620528.1482,4848167.941,4848178.039,4356,126.196385,1.000004,0,16.52900024,126.195884,False,Train,0.891105,2097.shp783,2085.891797
4356,Polygon,2108.shp,783,620516.5298,4848187.79,620515.51,620517.5496,4848184.541,4848191.039,4357,13.253933,0.395599,0.604401,12.54399841,33.503484,True,Train,0.738285,2108.shp783,420.2676501
4357,Polygon,2174.shp,783,620573.2822,4848164.508,620571.0544,620575.51,4848159.377,4848169.639,4358,45.722922,0.454906,0.545094,12.43900024,100.510793,True,Train,0.047475,2174.shp783,1250.253779
4358,Polygon,2177.shp,783,620570.0192,4848174.467,620566.6045,620573.4339,4848171.197,4848177.737,4359,44.664959,0.999994,6E-06,9.684000854,44.665229,False,Train,0.460804,2177.shp783,432.5381158
4359,Polygon,2181.shp,783,620568.232,4848168.338,620564.9209,620571.543,4848165.196,4848171.48,4360,41.613939,1.000009,0,11.48199646,41.613545,False,Train,0.08576,2181.shp783,477.8065764
4360,Polygon,2189.shp,783,620549.3773,4848165.576,620539.9077,620558.8469,4848159.136,4848172.015,4361,243.906593,0.999998,2E-06,18.27900024,243.906964,False,Train,0.487286,2189.shp783,4458.375454
4361,Polygon,2373.shp,783,620570.321,4848199.89,620565.132,620575.51,4848192.742,4848207.038,4362,148.364926,0.863611,0.136389,13.2740033,171.796044,True,Train,0.621443,2373.shp783,2280.421254
4362,Polygon,2377.shp,783,620573.8591,4848198.051,620572.2081,620575.51,4848191.386,4848204.715,4363,44.010035,0.306246,0.693754,13.06399475,143.708082,True,Train,0.898295,2377.shp783,1877.401629
4363,Polygon,2384.shp,783,620566.9279,4848206.427,620559.8076,620574.0481,4848200.199,4848212.655,4364,177.372548,0.999994,6E-06,14.75399658,177.373653,False,Train,0.34377,2384.shp783,2616.97027
4364,Polygon,2437.shp,784,620578.0527,4848185.102,620575.51,620580.5953,4848181.196,4848189.009,4365,39.731957,0.641952,0.358048,11.84400085,61.892366,True,Train,0.711423,2437.shp784,733.0532358
4365,Polygon,2368.shp,784,620581.1068,4848185.116,620576.9775,620585.2361,4848181.135,4848189.096,4366,65.741759,0.999999,1E-06,10.83399536,65.741809,False,Train,0.994174,2368.shp784,712.2464537
4366,Polygon,2167.shp,784,620579.5062,4848157.625,620576.3015,620582.7108,4848155.71,4848159.539,4367,24.542492,0.552878,0.447122,10.18400147,44.390445,True,Train,0.030073,2167.shp784,452.0723569
4367,Polygon,2174.shp,784,620578.1795,4848164.508,620575.51,620580.849,4848159.377,4848169.639,4368,54.788284,0.545099,0.454901,12.43900024,100.510793,True,Train,0.013471,2174.shp784,1250.253779
4368,Polygon,2347.shp,784,620629.6809,4848161.888,620623.8517,620635.51,4848156.097,4848167.679,4369,135.033426,0.918213,0.081787,17.25400635,147.061104,True,Train,0.346405,2347.shp784,2537.393222
4369,Polygon,2351.shp,784,620625.0588,4848159.47,620621.2072,620628.9103,4848155.71,4848163.23,4370,57.927312,0.935659,0.064341,14.46400391,61.910715,True,Train,0.622919,2351.shp784,895.4768236
4370,Polygon,2354.shp,784,620620.9482,4848171.018,620613.9028,620627.9936,4848165.098,4848176.939,4371,166.850572,0.999994,6E-06,15.75399658,166.8515,False,Train,0.487049,2354.shp784,2628.577961
4371,Polygon,2357.shp,784,620621.486,4848178.526,620614.2237,620628.7482,4848171.814,4848185.239,4372,194.988508,0.999999,1E-06,15.60400696,194.98868,False,Train,0.36193,2357.shp784,3042.604719
4372,Polygon,2360.shp,784,620590.8721,4848185.018,620584.5122,620597.232,4848179.297,4848190.739,4373,145.542496,0.999995,5E-06,9.173994141,145.543166,False,Train,0.497563,2360.shp784,1335.212152
4373,Polygon,2364.shp,784,620583.834,4848185.576,620579.5775,620588.0904,4848181.068,4848190.084,4374,76.753158,0.999986,1.4E-05,9.654003906,76.754207,False,Train,0.932126,2364.shp784,740.9854142
4374,Polygon,2373.shp,784,620576.3295,4848199.89,620575.51,620577.149,4848192.742,4848207.038,4375,23.431308,0.13639,0.86361,13.2740033,171.796044,True,Train,0.837508,2373.shp784,2280.421254
4375,Polygon,2377.shp,784,620579.25,4848198.051,620575.51,620582.9899,4848191.386,4848204.715,4376,99.697343,0.693749,0.306251,13.06399475,143.708082,True,Train,0.196835,2377.shp784,1877.401629
4376,Polygon,2388.shp,784,620604.8779,4848210.743,620602.5061,620607.2496,4848208.645,4848212.842,4377,19.910367,0.999994,6E-06,6.514002686,19.910478,False,Train,0,2388.shp784,129.6969072
4377,Polygon,2443.shp,784,620596.0569,4848191.254,620589.3518,620602.7619,4848185.643,4848196.865,4378,150.486801,1.000004,0,7.963997192,150.486224,False,Train,0.266835,2443.shp784,1198.471865
4378,Polygon,2347.shp,785,620636.0292,4848161.888,620635.51,620636.5484,4848156.097,4848167.679,4379,12.027372,0.081785,0.918215,17.25400635,147.061104,True,Train,0,2347.shp785,2537.393222
4379,Polygon,4792.shp,785,620659.752,4848194.743,620655.3508,620664.1532,4848189.902,4848199.583,4380,85.216915,1.00001,0,9.21399292,85.216076,False,Train,0,4792.shp785,785.1803209
4380,Polygon,4796.shp,785,620670.9282,4848184.777,620667.807,620674.0494,4848181.372,4848188.183,4381,42.518859,1.000013,0,10.90400696,42.518316,False,Train,0.505668,4796.shp785,463.6200135
4381,Polygon,4799.shp,785,620666.4709,4848181.239,620661.0512,620671.8905,4848175.841,4848186.637,4382,117.015663,0.999999,1E-06,12.55400696,117.015826,False,Train,0.515357,4799.shp785,1469.017494
4382,Polygon,4802.shp,785,620648.8527,4848180.804,620643.6131,620654.0922,4848176.025,4848185.583,4383,100.15295,1.000003,0,10.20400391,100.152618,False,Train,0,4802.shp785,1021.957705
4383,Polygon,4805.shp,785,620663.3406,4848175.018,620657.7067,620668.9745,4848169.297,4848180.739,4384,128.923914,1.000002,0,13.32399658,128.923649,False,Train,0.300987,4805.shp785,1717.778259
4384,Polygon,4811.shp,785,620661.17,4848163.171,620657.9508,620664.3891,4848160.359,4848165.982,4385,36.205136,1.00001,0,9.783995972,36.204766,False,Train,0,4811.shp785,354.2272847
4385,Polygon,4817.shp,785,620663.8,4848157.646,620660.8062,620666.7937,4848155.71,4848159.581,4386,23.178211,0.70601,0.29399,10.0339978,32.829882,True,Train,0,4817.shp785,329.4149639
4386,Polygon,4823.shp,785,620678.0257,4848158.077,620673.0569,620682.9944,4848155.71,4848160.443,4387,47.035181,0.418795,0.581205,14.28400269,112.310721,True,Train,0,4823.shp785,1604.24664
4387,Polygon,4866.shp,786,620714.9974,4848167.641,620709.7776,620720.2171,4848163.641,4848171.642,4388,83.535835,1.000007,0,12.88399597,83.535232,False,Train,0.657702,4866.shp786,1076.267593
4388,Polygon,4980.shp,786,620755.1589,4848201.399,620754.8078,620755.51,4848197.458,4848205.34,4389,5.534179,0.070313,0.929687,10.81399719,78.708228,True,Train,0.393138,4980.shp786,851.1505566
4389,Polygon,4834.shp,786,620701.1318,4848159.72,620697.1055,620705.158,4848155.71,4848163.729,4390,64.575413,0.998314,0.001686,8.963997192,64.684476,False,Train,0.094038,4834.shp786,579.8314612
4390,Polygon,4838.shp,786,620709.0678,4848157.175,620705.1259,620713.0097,4848155.71,4848158.639,4391,23.094804,0.423334,0.576666,10.56399353,54.554583,True,Train,0.658401,4838.shp786,576.3142618
4391,Polygon,4842.shp,786,620706.4647,4848163.64,620703.5798,620709.3496,4848159.941,4848167.339,4392,42.683826,0.999986,1.4E-05,10.19400513,42.684405,False,Train,0.343584,4842.shp786,435.1250434
4392,Polygon,4846.shp,786,620714.0928,4848160.724,620707.8511,620720.3345,4848155.71,4848165.738,4393,125.186032,0.715409,0.284591,11.93399353,174.985226,True,Train,0.574962,4846.shp786,2088.272555
4393,Polygon,4850.shp,786,620722.3121,4848201.918,620715.3306,620729.2935,4848195.798,4848208.039,4394,170.924048,0.999999,1E-06,12.90399658,170.92422,False,Train,0.19976,4850.shp786,2205.605551
4394,Polygon,4857.shp,786,620726.6231,4848210.047,620719.9516,620733.2946,4848204.384,4848215.71,4395,151.122818,0.912511,0.087489,13.74399353,165.612131,True,Train,0.225934,4857.shp786,2276.172057
4395,Polygon,4860.shp,786,620723.3841,4848160.475,620717.0518,620729.7163,4848155.71,4848165.239,4396,120.68382,0.939582,0.060418,11.32400208,128.444106,True,Train,0.752824,4860.shp786,1454.501323
4396,Polygon,4874.shp,786,620723.8741,4848167.306,620719.0513,620728.6968,4848163.135,4848171.477,4397,80.462761,0.999998,2E-06,14.64400452,80.462926,False,Train,0.546786,4874.shp786,1178.299452
4397,Polygon,4878.shp,786,620717.5545,4848173.183,620711.2643,620723.8447,4848168.283,4848178.084,4398,123.299242,1.000014,0,14.62400208,123.297562,False,Train,0.42135,4878.shp786,1803.103803
4398,Polygon,4881.shp,786,620727.4914,4848176.42,620722.2718,620732.7109,4848171.541,4848181.298,4399,101.856387,0.999987,1.3E-05,15.70400452,101.85776,False,Train,0.340078,4881.shp786,1599.574723
4399,Polygon,4885.shp,786,620735.25,4848180.143,620729.9513,620740.5487,4848175.326,4848184.96,4400,102.090053,1.000007,0,15.30399963,102.089351,False,Train,0.316284,4885.shp786,1562.37539
4400,Polygon,4889.shp,786,620735.0227,4848173.013,620730.6324,620739.4129,4848168.341,4848177.685,4401,82.04587,1,0,15.79399963,82.045847,False,Train,0.65384,4889.shp786,1295.832077
4401,Polygon,4897.shp,786,620751.2307,4848165.79,620746.9514,620755.51,4848160.241,4848171.339,4402,94.981631,0.73799,0.26201,15.00400269,128.703205,True,Train,0.814966,4897.shp786,1931.063234
4402,Polygon,4901.shp,786,620752.2123,4848166.948,620748.9145,620755.51,4848160.257,4848173.639,4403,88.263619,0.382724,0.617276,14.97400391,230.619631,True,Train,0.948543,4901.shp786,3453.299255
4403,Polygon,4920.shp,786,620748.4242,4848174.59,620743.3128,620753.5355,4848169.141,4848180.039,4404,111.400851,1.000006,0,13.24400024,111.400144,False,Train,0.225298,4920.shp786,1475.383534
4404,Polygon,4924.shp,786,620737.5,4848166.628,620732.7508,620742.2492,4848161.153,4848172.103,4405,104.00843,1.000011,0,14.80399902,104.007247,False,Train,0.572094,4924.shp786,1539.723183
4405,Polygon,4927.shp,786,620731.8718,4848161.025,620724.3523,620739.3912,4848155.71,4848166.339,4406,159.854484,0.971639,0.028361,14.08400208,164.520524,True,Train,0.565091,4927.shp786,2317.107401
4406,Polygon,4976.shp,786,620753.8806,4848207.24,620752.2512,620755.51,4848202.241,4848212.239,4407,32.580831,0.315176,0.684824,12.51400391,103.373359,True,Train,0.396671,4976.shp786,1293.614618
4407,Polygon,4984.shp,786,620752.7394,4848212.325,620749.9688,620755.51,4848208.941,4848215.71,4408,37.510045,0.47667,0.52333,13.23400635,78.691805,True,Train,0.286541,4984.shp786,1041.407847
4408,Polygon,3031.shp,787,620808.126,4848193.161,620801.9133,620814.3385,4848187.287,4848199.035,4409,145.964205,0.999972,2.8E-05,16.01599304,145.968281,False,Train,0.986724,3031.shp787,2337.826973
4409,Polygon,3043.shp,787,620808.712,4848189.214,620801.9136,620815.51,4848183.369,4848195.059,4410,158.936469,0.89836,0.10164,16.09399597,176.918441,True,Train,0.998586,3043.shp787,2847.324677
4410,Polygon,4937.shp,787,620783.4204,4848182.625,620777.652,620789.1888,4848179.165,4848186.085,4411,79.834656,0.999998,2E-06,11.38400269,79.834846,False,Train,0.799594,4937.shp787,908.8401013
4411,Polygon,4980.shp,787,620760.1524,4848201.399,620755.51,620764.7948,4848197.458,4848205.34,4412,73.175366,0.929704,0.070296,10.81399719,78.708228,True,Train,0.519713,4980.shp787,851.1505566
4412,Polygon,4991.shp,787,620770.1521,4848213.953,620764.0497,620776.2544,4848212.196,4848215.71,4413,42.882434,0.242598,0.757402,12.66400635,176.763234,True,Train,0.757339,4991.shp787,2238.530717
4413,Polygon,2910.shp,787,620807.0428,4848163.646,620804.0709,620810.0147,4848161.362,4848165.93,4414,27.151278,0.999985,1.5E-05,5.7,27.151678,False,Train,0.100052,2910.shp787,154.7645646
4414,Polygon,2914.shp,787,620803.655,4848160.514,620801.4169,620805.8931,4848158.175,4848162.853,4415,20.938768,1.000004,0,11.22,20.93869,False,Train,0.129737,2914.shp787,234.9321018
4415,Polygon,2918.shp,787,620791.4464,4848158.639,620787.6042,620795.2885,4848155.71,4848161.568,4416,45.017703,0.576014,0.423986,8.023999023,78.153839,True,Train,0,2918.shp787,627.1063278
4416,Polygon,2922.shp,787,620774.8011,4848156.607,620769.9506,620779.6516,4848155.71,4848157.504,4417,17.401654,0.143926,0.856074,9.42399353,120.907301,True,Train,0,2922.shp787,1139.429622
4417,Polygon,3005.shp,787,620799.3788,4848206.134,620796.9254,620801.8322,4848203.633,4848208.635,4418,24.543814,0.999998,2E-06,9.133994141,24.543868,False,Train,0.569438,3005.shp787,224.1835465
4418,Polygon,3009.shp,787,620797.3566,4848209.028,620793.581,620801.1321,4848205.324,4848212.732,4419,55.940814,0.999987,1.3E-05,9.674001465,55.941534,False,Train,0.248984,3009.shp787,541.1784819
4419,Polygon,3027.shp,787,620806.2278,4848210.382,620801.8067,620810.6488,4848206.761,4848214.004,4420,64.047751,1.000019,0,12.46400085,64.046507,False,Train,0.045611,3027.shp787,798.2757179
4420,Polygon,3039.shp,787,620814.6305,4848197.631,620813.7509,620815.51,4848195.26,4848200.001,4421,8.340069,0.279303,0.720697,10.92400147,29.860294,True,Train,0.313986,3039.shp787,326.1938954
4421,Polygon,3047.shp,787,620812.4085,4848189.532,620809.307,620815.51,4848183.461,4848195.602,4422,75.311243,0.483048,0.516952,13.67399414,155.908502,True,Train,0.996873,3047.shp787,2131.891943
4422,Polygon,3054.shp,787,620812.8811,4848208.574,620810.2521,620815.51,4848201.438,4848215.71,4423,75.043378,0.253988,0.746012,15.84399902,295.460007,True,Train,0.215294,3054.shp787,4681.268062
4423,Polygon,3138.shp,787,620807.1462,4848192.056,620801.106,620813.1864,4848183.37,4848200.741,4424,209.834736,1.000014,0,16.09399597,209.831737,False,Train,0.928466,3138.shp787,3377.03113
4424,Polygon,4670.shp,787,620807.6001,4848201.72,620802.2515,620812.9487,4848197.076,4848206.363,4425,99.351315,1.000001,0,15.08399292,99.351197,False,Train,0.528287,4670.shp787,1498.612752
4425,Polygon,4897.shp,787,620757.0293,4848165.79,620755.51,620758.5486,4848160.241,4848171.339,4426,33.721775,0.262012,0.737988,15.00400269,128.703205,True,Train,0.998594,4897.shp787,1931.063234
4426,Polygon,4901.shp,787,620760.8288,4848166.948,620755.51,620766.1475,4848160.257,4848173.639,4427,142.35528,0.617273,0.382727,14.97400391,230.619631,True,Train,0.588095,4901.shp787,3453.299255
4427,Polygon,4905.shp,787,620766.9548,4848167.79,620763.3159,620770.5937,4848163.741,4848171.839,4428,58.935624,0.999999,1E-06,13.44400208,58.935694,False,Train,0.512363,4905.shp787,792.3315924
4428,Polygon,4909.shp,787,620773.2522,4848175.641,620768.6172,620777.8871,4848170.998,4848180.284,4429,86.080291,1.000011,0,9.734000854,86.079379,False,Train,0.163913,4909.shp787,837.8967487
4429,Polygon,4913.shp,787,620763.0124,4848175.77,620756.9327,620769.0921,4848169.801,4848181.74,4430,145.18202,0.999994,6E-06,13.36000671,145.182941,False,Train,0.385643,4913.shp787,1939.645067
4430,Polygon,4917.shp,787,620768.7738,4848183.131,620764.7513,620772.7962,4848179.177,4848187.086,4431,63.63355,0.99999,1E-05,12.67399536,63.634163,False,Train,0.239336,4917.shp787,806.4990867
4431,Polygon,4933.shp,787,620778.7953,4848183.92,620774.4065,620783.184,4848179.697,4848188.143,4432,74.140032,1,0,11.38399536,74.140011,False,Train,0.50513,4933.shp787,844.0095413
